,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,label,path
10,327310014,327310,Alicia wrap skirt,275,Skirt,Garment Lower body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,"Short jersey skirt with a draped, wrapover front and concealed elastication at the waist.",skirt,skirt/0327310014.jpg
11,327310015,327310,Alicia wrap skirt,275,Skirt,Garment Lower body,1010016,Solid,51,Light Pink,7,Medium,4,Pink,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,"Short jersey skirt with a draped, wrapover front and concealed elastication at the waist.",skirt,skirt/0327310015.jpg
12,327310016,327310,Alicia wrap skirt,275,Skirt,Garment Lower body,1010016,Solid,53,Dark Pink,4,Dark,4,Pink,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,"Short jersey skirt with a draped, wrapover front and concealed elastication at the waist.",skirt,skirt/0327310016.jpg
13,356289005,356289,JESSY SKIRT,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short skater skirt in soft fabric. Unlined.,skirt,skirt/0356289005.jpg
14,356289021,356289,JESSY SKIRT,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short skater skirt in soft fabric. Unlined.,skirt,skirt/0356289021.jpg
15,356289059,356289,Jessy skirt,275,Skirt,Garment Lower body,1010022,Jacquard,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short skater skirt in soft fabric. Unlined.,skirt,skirt/0356289059.jpg
16,356289060,356289,Jessy skirt,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short skater skirt in soft fabric. Unlined.,skirt,skirt/0356289060.jpg
17,356289064,356289,JESSY SKIRT,275,Skirt,Garment Lower body,1010001,All over pattern,52,Pink,7,Medium,4,Pink,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short skater skirt in soft fabric. Unlined.,skirt,skirt/0356289064.jpg
18,356289065,356289,Jessy skirt,275,Skirt,Garment Lower body,1010009,Glittering/Metallic,3,Silver,3,Light,15,Metal,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short skater skirt in soft fabric. Unlined.,skirt,skirt/0356289065.jpg
19,356289068,356289,JESSY SKIRT,275,Skirt,Garment Lower body,1010017,Stripe,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short skater skirt in soft fabric. Unlined.,skirt,skirt/0356289068.jpg
20,356289075,356289,JESSY SKIRT,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short skater skirt in soft fabric. Unlined.,skirt,skirt/0356289075.jpg
21,356289076,356289,JESSY SKIRT,275,Skirt,Garment Lower body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short skater skirt in soft fabric. Unlined.,skirt,skirt/0356289076.jpg
22,356289077,356289,JESSY SKIRT,275,Skirt,Garment Lower body,1010009,Glittering/Metallic,3,Silver,3,Light,15,Metal,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short skater skirt in soft fabric. Unlined.,skirt,skirt/0356289077.jpg
23,423112004,423112,W Enzo (1),275,Skirt,Garment Lower body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Short, flared skirt in a sturdy weave with a concealed zip at the back. Unlined.",skirt,skirt/0423112004.jpg
24,430757001,430757,Cherry skirt,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short skirt with a zip at the back. Lined.,skirt,skirt/0430757001.jpg
25,453491005,453491,Essential: Rex,275,Skirt,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1414,Skirt,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1012,Skirts,Short skirt in a stretch weave with a concealed zip and slit. Lined.,skirt,skirt/0453491005.jpg
26,455828001,455828,Kendall skirt ED,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Pencil skirt in imitation leather with a slit at the front, concealed zip at the back and raw-edge hem. Unlined.",skirt,skirt/0455828001.jpg
27,464454004,464454,TANJA SKIRT,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Long skirt in an airy weave with an elasticated waist and high slits in the sides. Short underskirt.,skirt,skirt/0464454004.jpg
28,464454011,464454,TANJA SKIRT,275,Skirt,Garment Lower body,1010001,All over pattern,51,Light Pink,3,Light,4,Pink,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Long skirt in an airy weave with an elasticated waist and high slits in the sides. Short underskirt.,skirt,skirt/0464454011.jpg
29,464454013,464454,TANJA SKIRT,275,Skirt,Garment Lower body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Long skirt in an airy weave with an elasticated waist and high slits in the sides. Short underskirt.,skirt,skirt/0464454013.jpg
30,464454015,464454,TANJA SKIRT,275,Skirt,Garment Lower body,1010001,All over pattern,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Long skirt in an airy weave with an elasticated waist and high slits in the sides. Short underskirt.,skirt,skirt/0464454015.jpg
31,464454016,464454,TANJA SKIRT,275,Skirt,Garment Lower body,1010001,All over pattern,92,Green,1,Dusty Light,19,Green,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Long skirt in an airy weave with an elasticated waist and high slits in the sides. Short underskirt.,skirt,skirt/0464454016.jpg
32,464454017,464454,TANJA SKIRT,275,Skirt,Garment Lower body,1010001,All over pattern,51,Light Pink,3,Light,4,Pink,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Long skirt in an airy weave with an elasticated waist and high slits in the sides. Short underskirt.,skirt,skirt/0464454017.jpg
33,464454021,464454,TANJA SKIRT,275,Skirt,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Long skirt in an airy weave with an elasticated waist and high slits in the sides. Short underskirt.,skirt,skirt/0464454021.jpg
34,467557008,467557,Africa velvet skirt,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,"Short, fitted jersey skirt with an elasticated waist and gathered seam at the front.",skirt,skirt/0467557008.jpg
35,477970001,477970,AK Tilda skirt,275,Skirt,Garment Lower body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,4090,Promotion/ Other /Offer,D,Divided,2,Divided,50,Divided Projects,1023,Special Offers,Calf-length mesh skirt. Unlined.,skirt,skirt/0477970001.jpg
36,483011001,483011,W Luka,275,Skirt,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,Short skirt in crinkled chiffon with an elasticated waist and small frill trim at the top. Lined.,skirt,skirt/0483011001.jpg
37,483011004,483011,W Luka,275,Skirt,Garment Lower body,1010001,All over pattern,12,Light Beige,1,Dusty Light,1,Mole,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,Short skirt in crinkled chiffon with an elasticated waist and small frill trim at the top. Lined.,skirt,skirt/0483011004.jpg
38,483011005,483011,W Luka,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,Short skirt in crinkled chiffon with an elasticated waist and small frill trim at the top. Lined.,skirt,skirt/0483011005.jpg
39,483731003,483731,Premium Anna skirt,275,Skirt,Garment Lower body,1010001,All over pattern,7,Grey,2,Medium Dusty,12,Grey,1912,Woven Premium,A,Ladieswear,1,Ladieswear,14,Womens Premium,1001,Unknown,Long skirt in a patterned silk weave with a concealed zip at the back and flare to the hem. Lined.,skirt,skirt/0483731003.jpg
40,483737003,483737,CELIA skirt (1),275,Skirt,Garment Lower body,1010016,Solid,43,Dark Red,7,Medium,18,Red,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Skirt in soft velour with an elasticated waist and flare to the hem.,skirt,skirt/0483737003.jpg
41,483737005,483737,CELIA skirt (1),275,Skirt,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Skirt in soft velour with an elasticated waist and flare to the hem.,skirt,skirt/0483737005.jpg
42,483737006,483737,CELIA skirt (1),275,Skirt,Garment Lower body,1010016,Solid,51,Light Pink,3,Light,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Skirt in soft velour with an elasticated waist and flare to the hem.,skirt,skirt/0483737006.jpg
43,486214006,486214,Grace lace,275,Skirt,Garment Lower body,1010021,Lace,42,Red,5,Bright,18,Red,1414,Skirt,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1012,Skirts,"Calf-length, lace pencil skirt with grosgrain ribbon at the waist, a concealed zip and button at the side and a slit at the back. Lined.",skirt,skirt/0486214006.jpg
44,486849001,486849,CE W Duchamp skirt,275,Skirt,Garment Lower body,1010014,Placement print,81,Light Turquoise,1,Dusty Light,7,Turquoise,7020,Conscious Exclusive,A,Ladieswear,1,Ladieswear,82,Special Collections,1023,Special Offers,"CONSCIOUS EXCLUSIVE. Calf-length skirt in sturdy, bonded, patterned fabric made from recycled polyester containing organic silk and viscose. Concealed zip in the side and an asymmetric hem with a wide, flared flounce. Unlined.",skirt,skirt/0486849001.jpg
45,490275003,490275,Brandy skirt,275,Skirt,Garment Lower body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,Short jersey skirt with an elasticated waist and draping at one side. Unlined.,skirt,skirt/0490275003.jpg
46,491350001,491350,Judy basic skirt,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Pencil skirt in stretch cotton jersey with narrow elastication at the top. Unlined.,skirt,skirt/0491350001.jpg
47,493398003,493398,Barton pleated midi skirt,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1743,Projects Woven Bottoms,D,Divided,2,Divided,50,Divided Projects,1009,Trousers,Calf-length pleated skirt in an airy weave with an elasticated waist. Lined.,skirt,skirt/0493398003.jpg
48,496507003,496507,W althea skirt,275,Skirt,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,Short skirt in soft twill made from a Tencel™ lyocell and linen blend. Elasticated drawstring waist and side pockets. Unlined.,skirt,skirt/0496507003.jpg
49,496573002,496573,Daf Skirt,275,Skirt,Garment Lower body,1010004,Check,6,Light Grey,1,Dusty Light,12,Grey,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Short, wrapover skirt in a sturdy cotton weave with a pleated front and adjustable, imitation leather tabs with metal fasteners. Raw-edge hem.",skirt,skirt/0496573002.jpg
50,500134001,500134,W Dylan,275,Skirt,Garment Lower body,1010001,All over pattern,12,Light Beige,1,Dusty Light,1,Mole,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,Maxi skirt in a patterned viscose weave with a concealed zip in one side and flare to the hem. Unlined.,skirt,skirt/0500134001.jpg
51,500134002,500134,W Dylan,275,Skirt,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,Maxi skirt in a patterned viscose weave with a concealed zip in one side and flare to the hem. Unlined.,skirt,skirt/0500134002.jpg
52,501396001,501396,CS Rosie,275,Skirt,Garment Lower body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1414,Skirt,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1012,Skirts,"Short skirt in a light weave with a sewn-in wrapover, concealed zip in the side and wide flounced hem.",skirt,skirt/0501396001.jpg
53,504357001,504357,Ginger skirt,275,Skirt,Garment Lower body,1010018,Treatment,8,Dark Grey,4,Dark,12,Grey,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,"Short, fitted skirt in soft jersey with an elasticated waist and diagonal drawstring.",skirt,skirt/0504357001.jpg
54,505975001,505975,Skirt Midi,275,Skirt,Garment Lower body,1010023,Denim,10,White,3,Light,9,White,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket, knee-length denim skirt with a raw-edge hem.",skirt,skirt/0505975001.jpg
55,505975006,505975,Skirt Midi,275,Skirt,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket, knee-length denim skirt with a raw-edge hem.",skirt,skirt/0505975006.jpg
56,506018004,506018,Lee skirt,275,Skirt,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,"Short skirt in airy, patterned crêpe with smocking at the waist. Jersey lining.",skirt,skirt/0506018004.jpg
57,507113003,507113,Pixie tull skirt S,275,Skirt,Garment Lower body,1010011,Metallic,9,Black,4,Dark,5,Black,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,Flared tulle skirt with an elasticated waist. Lined.,skirt,skirt/0507113003.jpg
58,509642001,509642,Assa,275,Skirt,Garment Lower body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1414,Skirt,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1012,Skirts,Knee-length skirt in a crêpe weave with a concealed zip at the back and asymmetric hem with an overlocked edge. Unlined.,skirt,skirt/0509642001.jpg
59,509688001,509688,W Angela,275,Skirt,Garment Lower body,1010001,All over pattern,12,Light Beige,1,Dusty Light,9,White,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,Short skirt in an airy weave with wide smocking at the waist and tiers to the hem. Unlined.,skirt,skirt/0509688001.jpg
60,510075007,510075,KARDASHIAN SKIRT,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Fitted skirt in sturdy stretch jersey with an elasticated waist. Slightly shorter at the front. Unlined.,skirt,skirt/0510075007.jpg
61,510075008,510075,Kardashian skirt (1),275,Skirt,Garment Lower body,1010016,Solid,53,Dark Pink,3,Light,4,Pink,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Fitted skirt in sturdy stretch jersey with an elasticated waist. Slightly shorter at the front. Unlined.,skirt,skirt/0510075008.jpg
62,510075010,510075,KARDASHIAN SKIRT,275,Skirt,Garment Lower body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Fitted skirt in sturdy stretch jersey with an elasticated waist. Slightly shorter at the front. Unlined.,skirt,skirt/0510075010.jpg
63,510075012,510075,KARDASHIAN SKIRT,275,Skirt,Garment Lower body,1010016,Solid,73,Dark Blue,5,Bright,2,Blue,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Fitted skirt in sturdy stretch jersey with an elasticated waist. Slightly shorter at the front. Unlined.,skirt,skirt/0510075012.jpg
64,510075014,510075,KARDASHIAN SKIRT,275,Skirt,Garment Lower body,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Fitted skirt in sturdy stretch jersey with an elasticated waist. Slightly shorter at the front. Unlined.,skirt,skirt/0510075014.jpg
65,510197001,510197,Winnie skirt AOP,275,Skirt,Garment Lower body,1010001,All over pattern,10,White,3,Light,9,White,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,Short 5-pocket patterned denim skirt with a zip fly and button and raw-edge hem.,skirt,skirt/0510197001.jpg
66,510877001,510877,Roy Lace Skirt,275,Skirt,Garment Lower body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1743,Projects Woven Bottoms,D,Divided,2,Divided,50,Divided Projects,1009,Trousers,Short lace skirt with a concealed zip in the side and scalloped hem. Lined.,skirt,skirt/0510877001.jpg
67,510968001,510968,Alisa Midi Skirt,275,Skirt,Garment Lower body,1010016,Solid,81,Light Turquoise,1,Dusty Light,7,Turquoise,1743,Projects Woven Bottoms,D,Divided,2,Divided,50,Divided Projects,1009,Trousers,Lace skirt with an elasticated waist. Lined.,skirt,skirt/0510968001.jpg
68,511047001,511047,Premium Monroe,275,Skirt,Garment Lower body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1912,Woven Premium,A,Ladieswear,1,Ladieswear,14,Womens Premium,1001,Unknown,"Knee-length airy chiffon skirt in a silk blend with a jacquard-weave pattern. Regular waist, concealed zip at the back and an asymmetric hem. Satin lining.",skirt,skirt/0511047001.jpg
69,513402001,513402,Spirit skirt,275,Skirt,Garment Lower body,1010021,Lace,73,Dark Blue,5,Bright,2,Blue,1686,Jersey Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Fitted, knee-length lace skirt with concealed elastication at the waist. Lined.",skirt,skirt/0513402001.jpg
70,513402002,513402,Spirit skirt,275,Skirt,Garment Lower body,1010021,Lace,31,Light Orange,1,Dusty Light,3,Orange,1686,Jersey Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Fitted, knee-length lace skirt with concealed elastication at the waist. Lined.",skirt,skirt/0513402002.jpg
71,514865002,514865,CHARLIE A-LINE,275,Skirt,Garment Lower body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short A-line skirt.,skirt,skirt/0514865002.jpg
72,514865004,514865,CHARLIE A-LINE,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short A-line skirt.,skirt,skirt/0514865004.jpg
73,514865007,514865,CHARLIE A-LINE,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short A-line skirt.,skirt,skirt/0514865007.jpg
74,514865008,514865,CHARLIE A-LINE,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short A-line skirt.,skirt,skirt/0514865008.jpg
75,514865017,514865,CHARLIE A-LINE,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short A-line skirt.,skirt,skirt/0514865017.jpg
76,514865019,514865,CHARLIE A-LINE,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short A-line skirt.,skirt,skirt/0514865019.jpg
77,514865020,514865,CHARLIE A-LINE,275,Skirt,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short A-line skirt.,skirt,skirt/0514865020.jpg
78,514865023,514865,CHARLIE A-LINE,275,Skirt,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short A-line skirt.,skirt,skirt/0514865023.jpg
79,514865024,514865,CHARLIE A-LINE,275,Skirt,Garment Lower body,1010016,Solid,10,White,3,Light,9,White,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short A-line skirt.,skirt,skirt/0514865024.jpg
80,514865026,514865,CHARLIE A-LINE,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short A-line skirt.,skirt,skirt/0514865026.jpg
81,514865027,514865,CHARLIE A-LINE,275,Skirt,Garment Lower body,1010016,Solid,53,Dark Pink,4,Dark,4,Pink,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short A-line skirt.,skirt,skirt/0514865027.jpg
82,514865033,514865,CHARLIE A-LINE,275,Skirt,Garment Lower body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short A-line skirt.,skirt,skirt/0514865033.jpg
83,514865036,514865,CHARLIE A-LINE,275,Skirt,Garment Lower body,1010016,Solid,14,Dark Beige,2,Medium Dusty,11,Beige,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short A-line skirt.,skirt,skirt/0514865036.jpg
84,514865037,514865,CHARLIE A-LINE,275,Skirt,Garment Lower body,1010016,Solid,92,Green,1,Dusty Light,19,Green,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short A-line skirt.,skirt,skirt/0514865037.jpg
85,516809002,516809,W Bowie,275,Skirt,Garment Lower body,1010022,Jacquard,17,Yellowish Brown,4,Dark,13,Brown,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,Short skirt with a concealed zip in the side. Lined.,skirt,skirt/0516809002.jpg
86,516809003,516809,W Bowie,275,Skirt,Garment Lower body,1010015,Sequin,5,Gold,5,Bright,15,Metal,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,Short skirt with a concealed zip in the side. Lined.,skirt,skirt/0516809003.jpg
87,517331003,517331,Anaconda skirt,275,Skirt,Garment Lower body,1010016,Solid,42,Red,7,Medium,18,Red,1926,Woven Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Knee-length skirt in stretch jersey with decorative, crossover seams at the top, an elasticated waist and a slit at the back.",skirt,skirt/0517331003.jpg
88,518175001,518175,Aggie  Wood,275,Skirt,Garment Lower body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short 5-pocket skirt in stretch twill with a zip fly and button. Unlined.,skirt,skirt/0518175001.jpg
89,519728002,519728,W Lexi,275,Skirt,Garment Lower body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Flared, calf-length skirt in viscose crêpe with a concealed zip at the waist. Unlined.",skirt,skirt/0519728002.jpg
