,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,label,path
10,292551012,292551,SOFIE BEANIE,75,Hat/beanie,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Hat in a soft double knit.,hat,hat/0292551012.jpg
11,292551014,292551,SOFIE BEANIE,75,Hat/beanie,Accessories,1010016,Solid,7,Grey,2,Medium Dusty,12,Grey,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Hat in a soft double knit.,hat,hat/0292551014.jpg
12,294895011,294895,Rodney basic beanie,75,Hat/beanie,Accessories,1010020,Contrast,10,White,3,Light,9,White,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit with a sewn-in turn-up.",hat,hat/0294895011.jpg
13,294895015,294895,Rodney basic beanie,75,Hat/beanie,Accessories,1010016,Solid,50,Other Pink,5,Bright,4,Pink,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit with a sewn-in turn-up.",hat,hat/0294895015.jpg
14,315497001,315497,Beanie Otto,75,Hat/beanie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit.",hat,hat/0315497001.jpg
15,315497012,315497,Otto Beanie,75,Hat/beanie,Accessories,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit.",hat,hat/0315497012.jpg
16,315497016,315497,Otto Beanie,75,Hat/beanie,Accessories,1010016,Solid,93,Dark Green,4,Dark,20,Khaki green,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit.",hat,hat/0315497016.jpg
17,315497017,315497,Otto Beanie,75,Hat/beanie,Accessories,1010016,Solid,23,Dark Yellow,4,Dark,8,Yellow,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit.",hat,hat/0315497017.jpg
18,315497018,315497,Otto Beanie,75,Hat/beanie,Accessories,1010010,Melange,9,Black,4,Dark,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit.",hat,hat/0315497018.jpg
19,315987003,315987,Pierre Beanie,75,Hat/beanie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit.",hat,hat/0315987003.jpg
20,315987004,315987,Pierre Beanie,75,Hat/beanie,Accessories,1010013,Other pattern,11,Off White,1,Dusty Light,9,White,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit.",hat,hat/0315987004.jpg
21,315987005,315987,Pierre Beanie,75,Hat/beanie,Accessories,1010010,Melange,8,Dark Grey,2,Medium Dusty,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit.",hat,hat/0315987005.jpg
22,315987014,315987,Pierre Beanie,75,Hat/beanie,Accessories,1010016,Solid,23,Dark Yellow,4,Dark,11,Beige,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit.",hat,hat/0315987014.jpg
23,315987015,315987,Pierre Beanie,75,Hat/beanie,Accessories,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit.",hat,hat/0315987015.jpg
24,318066004,318066,KIMBERLY Braided Headband,75,Hat/beanie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Braided headband in a soft knit.,hat,hat/0318066004.jpg
25,318066006,318066,KIMBERLY Braided Headband,75,Hat/beanie,Accessories,1010010,Melange,7,Grey,2,Medium Dusty,12,Grey,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Braided headband in a soft knit.,hat,hat/0318066006.jpg
26,318066013,318066,KIMBERLY Braided Headband,75,Hat/beanie,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Braided headband in a soft knit.,hat,hat/0318066013.jpg
27,318066014,318066,KIMBERLY Braided Headband,75,Hat/beanie,Accessories,1010010,Melange,11,Off White,1,Dusty Light,9,White,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Braided headband in a soft knit.,hat,hat/0318066014.jpg
28,318066016,318066,KIMBERLY Braided Headband,75,Hat/beanie,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Braided headband in a soft knit.,hat,hat/0318066016.jpg
29,322322009,322322,Beanie Pelle wool mix,75,Hat/beanie,Accessories,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Hat in a soft, rib-knit wool and nylon blend.",hat,hat/0322322009.jpg
30,322322010,322322,Beanie Pelle wool mix,75,Hat/beanie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Hat in a soft, rib-knit wool and nylon blend.",hat,hat/0322322010.jpg
31,322322012,322322,Beanie Pelle wool mix,75,Hat/beanie,Accessories,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Hat in a soft, rib-knit wool and nylon blend.",hat,hat/0322322012.jpg
32,322322014,322322,Beanie Pelle wool mix,75,Hat/beanie,Accessories,1010016,Solid,23,Dark Yellow,4,Dark,11,Beige,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Hat in a soft, rib-knit wool and nylon blend.",hat,hat/0322322014.jpg
33,322322016,322322,Pelle Beanie,75,Hat/beanie,Accessories,1010016,Solid,93,Dark Green,4,Dark,19,Green,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Hat in a soft, rib-knit wool and nylon blend.",hat,hat/0322322016.jpg
34,324502001,324502,Hawlin Headband,75,Hat/beanie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Headband in a soft knit containing some wool with a draped detail at the front. Width 10 cm.,hat,hat/0324502001.jpg
35,324502003,324502,Hawlin Headband,75,Hat/beanie,Accessories,1010010,Melange,6,Light Grey,2,Medium Dusty,12,Grey,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Headband in a soft knit containing some wool with a draped detail at the front. Width 10 cm.,hat,hat/0324502003.jpg
36,324502008,324502,Hawlin Headband,75,Hat/beanie,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Headband in a soft knit containing some wool with a draped detail at the front. Width 10 cm.,hat,hat/0324502008.jpg
37,324502017,324502,Hawlin Headband,75,Hat/beanie,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,1,Mole,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Headband in a soft knit containing some wool with a draped detail at the front. Width 10 cm.,hat,hat/0324502017.jpg
38,324502018,324502,Hawlin Headband,75,Hat/beanie,Accessories,1010010,Melange,43,Dark Red,4,Dark,18,Red,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Headband in a soft knit containing some wool with a draped detail at the front. Width 10 cm.,hat,hat/0324502018.jpg
39,324502019,324502,Hawlin Headband,75,Hat/beanie,Accessories,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Headband in a soft knit containing some wool with a draped detail at the front. Width 10 cm.,hat,hat/0324502019.jpg
40,339252001,339252,Hat Fredrik Paper Straw,515,Straw hat,Accessories,1010016,Solid,11,Off White,1,Dusty Light,9,White,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Hat in braided paper straw with a grosgrain band. Width of brim 5.5 cm.,hat,hat/0339252001.jpg
41,339252007,339252,Hat Fredrik Paper Straw,76,Hat/brim,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Hat in braided paper straw with a grosgrain band. Width of brim 5.5 cm.,hat,hat/0339252007.jpg
42,339252009,339252,Hat Fredrik Paper Straw,76,Hat/brim,Accessories,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Hat in braided paper straw with a grosgrain band. Width of brim 5.5 cm.,hat,hat/0339252009.jpg
43,342434002,342434,Beanie Jimmy Jersey,75,Hat/beanie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Double-layered hat in cotton jersey with a small appliqué at the hem.,hat,hat/0342434002.jpg
44,342434003,342434,Beanie Jimmy Jersey,75,Hat/beanie,Accessories,1010010,Melange,8,Dark Grey,2,Medium Dusty,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Double-layered hat in cotton jersey with a small appliqué at the hem.,hat,hat/0342434003.jpg
45,342434007,342434,Beanie Jimmy Jersey,75,Hat/beanie,Accessories,1010010,Melange,9,Black,4,Dark,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Double-layered hat in cotton jersey with a small appliqué at the hem.,hat,hat/0342434007.jpg
46,344625009,344625,ELLEN Sunhat,76,Hat/brim,Accessories,1010017,Stripe,71,Light Blue,1,Dusty Light,2,Blue,4312,Kids Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,Sun hat in woven fabric. Lined. Width of brim 6.5 cm.,hat,hat/0344625009.jpg
47,344627006,344627,BASIC Sunhat,76,Hat/brim,Accessories,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,4312,Kids Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,Sun hat in a cotton weave. Width of brim 5 cm. Lined.,hat,hat/0344627006.jpg
48,356693020,356693,Gigi fake suede p cap,76,Hat/brim,Accessories,1010016,Solid,53,Dark Pink,4,Dark,4,Pink,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Cap in imitation suede with no fastener. Lined.,hat,hat/0356693020.jpg
49,359804002,359804,SOFIE THIN BEANIE,75,Hat/beanie,Accessories,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Fine-knit hat in soft yarn with a roll edge.,hat,hat/0359804002.jpg
50,359804013,359804,SOFIE THIN BEANIE,75,Hat/beanie,Accessories,1010016,Solid,43,Dark Red,4,Dark,18,Red,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Fine-knit hat in soft yarn with a roll edge.,hat,hat/0359804013.jpg
51,390512001,390512,Haddock Beanie,75,Hat/beanie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Hat in a soft rib knit containing some wool.,hat,hat/0390512001.jpg
52,390512006,390512,Haddock Beanie,75,Hat/beanie,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Hat in a soft rib knit containing some wool.,hat,hat/0390512006.jpg
53,390512010,390512,Haddock Beanie,75,Hat/beanie,Accessories,1010016,Solid,21,Light Yellow,5,Bright,8,Yellow,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Hat in a soft rib knit containing some wool.,hat,hat/0390512010.jpg
54,390512011,390512,Haddock Beanie,75,Hat/beanie,Accessories,1010016,Solid,51,Light Pink,3,Light,4,Pink,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Hat in a soft rib knit containing some wool.,hat,hat/0390512011.jpg
55,390512018,390512,Haddock Beanie,75,Hat/beanie,Accessories,1010016,Solid,6,Light Grey,2,Medium Dusty,12,Grey,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Hat in a soft rib knit containing some wool.,hat,hat/0390512018.jpg
56,390531007,390531,Sian Headband,75,Hat/beanie,Accessories,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Headband in a soft knit containing some wool and mohair.,hat,hat/0390531007.jpg
57,390531008,390531,Sian Headband,75,Hat/beanie,Accessories,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Headband in a soft knit containing some wool and mohair.,hat,hat/0390531008.jpg
58,402389001,402389,Icona premium beanie,75,Hat/beanie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Hat knitted in soft cashmere with a roll edge.,hat,hat/0402389001.jpg
59,402389009,402389,Icona premium beanie,75,Hat/beanie,Accessories,1010016,Solid,43,Dark Red,4,Dark,18,Red,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Hat knitted in soft cashmere with a roll edge.,hat,hat/0402389009.jpg
60,402389010,402389,Icona premium beanie,75,Hat/beanie,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Hat knitted in soft cashmere with a roll edge.,hat,hat/0402389010.jpg
61,402389014,402389,Icona premium beanie,75,Hat/beanie,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,1,Mole,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Hat knitted in soft cashmere with a roll edge.,hat,hat/0402389014.jpg
62,413965006,413965,Herman cotton beanie,75,Hat/beanie,Accessories,1010016,Solid,43,Dark Red,4,Dark,18,Red,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Hat in a soft rib knit with an appliqué on the turned-up edge.,hat,hat/0413965006.jpg
63,413965008,413965,Herman cotton beanie,75,Hat/beanie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Hat in a soft rib knit with an appliqué on the turned-up edge.,hat,hat/0413965008.jpg
64,413965009,413965,Herman cotton beanie,75,Hat/beanie,Accessories,1010013,Other pattern,8,Dark Grey,4,Dark,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Hat in a soft rib knit with an appliqué on the turned-up edge.,hat,hat/0413965009.jpg
65,416905001,416905,Jaako Knitted Trapper,75,Hat/beanie,Accessories,1010010,Melange,9,Black,4,Dark,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Hat in a soft knit with earflaps, faux fur details, a sewn-in turn-up at the front and ties under the chin. Fleece lining.",hat,hat/0416905001.jpg
66,416911001,416911,Ludlow Beanie (1),75,Hat/beanie,Accessories,1010010,Melange,9,Black,4,Dark,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Hat in rib-knit cotton with an appliqué on the front of the turned-up hem.,hat,hat/0416911001.jpg
67,418662007,418662,Big Nick Beanie,75,Hat/beanie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Double-layer hat in a soft rib knit.,hat,hat/0418662007.jpg
68,418662008,418662,Big Nick Beanie,75,Hat/beanie,Accessories,1010016,Solid,7,Grey,1,Dusty Light,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Double-layer hat in a soft rib knit.,hat,hat/0418662008.jpg
69,425978003,425978,Cap Ben Baker Boy,76,Hat/brim,Accessories,1010013,Other pattern,9,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Flat cap containing some wool. Lined.,hat,hat/0425978003.jpg
70,425978006,425978,Cap Ben Baker Boy,76,Hat/brim,Accessories,1010026,Other structure,8,Dark Grey,2,Medium Dusty,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Flat cap containing some wool. Lined.,hat,hat/0425978006.jpg
71,428291001,428291,Tigra knitted headband,75,Hat/beanie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Knitted headband containing some mohair with a wrapover detail at the front.,hat,hat/0428291001.jpg
72,428291003,428291,Tigra knitted headband,75,Hat/beanie,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Knitted headband containing some mohair with a wrapover detail at the front.,hat,hat/0428291003.jpg
73,428291007,428291,Tigra knitted headband,75,Hat/beanie,Accessories,1010016,Solid,7,Grey,1,Dusty Light,12,Grey,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Knitted headband containing some mohair with a wrapover detail at the front.,hat,hat/0428291007.jpg
74,428291016,428291,Tigra knitted headband,75,Hat/beanie,Accessories,1010016,Solid,53,Dark Pink,2,Medium Dusty,4,Pink,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Knitted headband containing some mohair with a wrapover detail at the front.,hat,hat/0428291016.jpg
75,428291017,428291,Tigra knitted headband,75,Hat/beanie,Accessories,1010016,Solid,43,Dark Red,4,Dark,18,Red,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Knitted headband containing some mohair with a wrapover detail at the front.,hat,hat/0428291017.jpg
76,450333001,450333,Hat Flynn Straw,76,Hat/brim,Accessories,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Hat in loosely braided straw with a narrow imitation suede band. Width of brim approx. 7 cm.,hat,hat/0450333001.jpg
77,450333003,450333,Hat Flynn Straw,76,Hat/brim,Accessories,1010016,Solid,11,Off White,1,Dusty Light,9,White,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Hat in loosely braided straw with a narrow imitation suede band. Width of brim approx. 7 cm.,hat,hat/0450333003.jpg
78,451720003,451720,Beanie George,75,Hat/beanie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Rib-knit hat in a soft cotton blend with a roll-edge hem.,hat,hat/0451720003.jpg
79,451720010,451720,George Beanie,75,Hat/beanie,Accessories,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Rib-knit hat in a soft cotton blend with a roll-edge hem.,hat,hat/0451720010.jpg
80,451720011,451720,Beanie George,75,Hat/beanie,Accessories,1010010,Melange,8,Dark Grey,2,Medium Dusty,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Rib-knit hat in a soft cotton blend with a roll-edge hem.,hat,hat/0451720011.jpg
81,451720014,451720,George Beanie,75,Hat/beanie,Accessories,1010016,Solid,42,Red,5,Bright,18,Red,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Rib-knit hat in a soft cotton blend with a roll-edge hem.,hat,hat/0451720014.jpg
82,459307001,459307,Hat Filly Straw,76,Hat/brim,Accessories,1010016,Solid,12,Light Beige,2,Medium Dusty,11,Beige,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Hat in braided straw with a woven fabric band. Width of brim 3.5 cm.,hat,hat/0459307001.jpg
83,470361001,470361,Hat Karl Paper Straw,76,Hat/brim,Accessories,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Hat in braided paper straw with a grosgrain band. Mesh lining. Width of brim approx. 4 cm.,hat,hat/0470361001.jpg
84,470361004,470361,Hat Karl Paper Straw,76,Hat/brim,Accessories,1010016,Solid,8,Dark Grey,4,Dark,5,Black,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Hat in braided paper straw with a grosgrain band. Mesh lining. Width of brim approx. 4 cm.,hat,hat/0470361004.jpg
85,496159001,496159,Poppins pompom beanie (1),75,Hat/beanie,Accessories,1010016,Solid,12,Light Beige,1,Dusty Light,9,White,3510,Accessories,A,Ladieswear,1,Ladieswear,6,Womens Casual,1019,Accessories,Rib-knit hat containing some wool with a faux fur pompom on the top.,hat,hat/0496159001.jpg
86,496159002,496159,Poppins pompom beanie (1),75,Hat/beanie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3510,Accessories,A,Ladieswear,1,Ladieswear,6,Womens Casual,1019,Accessories,Rib-knit hat containing some wool with a faux fur pompom on the top.,hat,hat/0496159002.jpg
87,496159003,496159,Poppins pompom beanie (1),75,Hat/beanie,Accessories,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,3510,Accessories,A,Ladieswear,1,Ladieswear,6,Womens Casual,1019,Accessories,Rib-knit hat containing some wool with a faux fur pompom on the top.,hat,hat/0496159003.jpg
88,496159006,496159,Poppins pompom beanie (1),75,Hat/beanie,Accessories,1010016,Solid,10,White,3,Light,9,White,3510,Accessories,A,Ladieswear,1,Ladieswear,6,Womens Casual,1019,Accessories,Rib-knit hat containing some wool with a faux fur pompom on the top.,hat,hat/0496159006.jpg
89,496159007,496159,Poppins pompom beanie (1),75,Hat/beanie,Accessories,1010010,Melange,9,Black,4,Dark,5,Black,3510,Accessories,A,Ladieswear,1,Ladieswear,6,Womens Casual,1019,Accessories,Rib-knit hat containing some wool with a faux fur pompom on the top.,hat,hat/0496159007.jpg
90,496159008,496159,Poppins pompom beanie (1),75,Hat/beanie,Accessories,1010010,Melange,6,Light Grey,1,Dusty Light,12,Grey,3510,Accessories,A,Ladieswear,1,Ladieswear,6,Womens Casual,1019,Accessories,Rib-knit hat containing some wool with a faux fur pompom on the top.,hat,hat/0496159008.jpg
91,496159009,496159,Poppins pompom beanie (1),75,Hat/beanie,Accessories,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,3510,Accessories,A,Ladieswear,1,Ladieswear,6,Womens Casual,1019,Accessories,Rib-knit hat containing some wool with a faux fur pompom on the top.,hat,hat/0496159009.jpg
92,496441001,496441,MILLA Jersey beanie,75,Hat/beanie,Accessories,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,4312,Kids Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,Double-layer hat in patterned jersey.,hat,hat/0496441001.jpg
