,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,label,path
23,447795001,447795,Cloud runner,94,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Trainers in scuba fabric and mesh with a rubber section that extends across the foot with lacing and around the back of the heel. Mesh linings and insoles and rubber soles.,shoe,shoe/0447795001.jpg
24,447795004,447795,Cloud runner,94,Sneakers,Shoes,1010016,Solid,43,Dark Red,4,Dark,18,Red,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Trainers in scuba fabric and mesh with a rubber section that extends across the foot with lacing and around the back of the heel. Mesh linings and insoles and rubber soles.,shoe,shoe/0447795004.jpg
25,453741002,453741,HILDA PLATFORM,94,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,"Platform trainers in imitation leather with lacing at the front, a lightly padded edge and a loop at the back. Cotton linings and insoles and rubber soles. Platform 4 cm.",shoe,shoe/0453741002.jpg
26,453828001,453828,BOBBY CUTOUT,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,"Ankle boots with open sections at the sides, a loop at the back and adjustable straps with studs, concealed elastication and a metal buckle. Canvas linings and insoles and rubber soles. Heel 4 cm.",shoe,shoe/0453828001.jpg
27,453828003,453828,BOBBY CUTOUT,87,Boots,Shoes,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,"Ankle boots with open sections at the sides, a loop at the back and adjustable straps with studs, concealed elastication and a metal buckle. Canvas linings and insoles and rubber soles. Heel 4 cm.",shoe,shoe/0453828003.jpg
28,453831003,453831,MAIKEN LACE-UP,94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,"Trainers with lacing at the front, mesh linings and insoles and rubber soles.",shoe,shoe/0453831003.jpg
29,453831022,453831,MAIKEN LACE-UP,94,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,"Trainers with lacing at the front, mesh linings and insoles and rubber soles.",shoe,shoe/0453831022.jpg
30,456834011,456834,Emma basic SG,94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,4317,Sneakers small girl inactive from s2,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Cotton canvas trainers with elasticated lacing at the front, a loop at the back, canvas linings and insoles and fluted rubber soles.",shoe,shoe/0456834011.jpg
31,456834012,456834,Emma basic SG,94,Sneakers,Shoes,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,4317,Sneakers small girl inactive from s2,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Cotton canvas trainers with elasticated lacing at the front, a loop at the back, canvas linings and insoles and fluted rubber soles.",shoe,shoe/0456834012.jpg
32,456834013,456834,Emma basic SG,94,Sneakers,Shoes,1010001,All over pattern,10,White,3,Light,9,White,4317,Sneakers small girl inactive from s2,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Cotton canvas trainers with elasticated lacing at the front, a loop at the back, canvas linings and insoles and fluted rubber soles.",shoe,shoe/0456834013.jpg
33,456834015,456834,Emma basic SG,94,Sneakers,Shoes,1010016,Solid,42,Red,5,Bright,18,Red,4317,Sneakers small girl inactive from s2,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Cotton canvas trainers with elasticated lacing at the front, a loop at the back, canvas linings and insoles and fluted rubber soles.",shoe,shoe/0456834015.jpg
34,458032003,458032,WILDER,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Ankle boots with a zip in one side and a loop at the back. Satin linings, imitation leather insoles and rubber soles. Heel approx. 6.5 cm.",shoe,shoe/0458032003.jpg
35,459756003,459756,CLEO HIGHLIFT SNEAKER (1),94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,Trainers with lacing at the front and a loop at the back. Cotton canvas linings and insoles and rubber soles.,shoe,shoe/0459756003.jpg
36,459756009,459756,CLEO HIGHLIFT SNEAKER (1),94,Sneakers,Shoes,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,Trainers with lacing at the front and a loop at the back. Cotton canvas linings and insoles and rubber soles.,shoe,shoe/0459756009.jpg
37,459756011,459756,CLEO HIGHLIFT SNEAKER (1),94,Sneakers,Shoes,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,Trainers with lacing at the front and a loop at the back. Cotton canvas linings and insoles and rubber soles.,shoe,shoe/0459756011.jpg
38,460363011,460363,Sivert sneaker,94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Trainers with lacing at the front, a lightly padded edge and tongue, fabric linings and insoles and rubber soles.",shoe,shoe/0460363011.jpg
39,460363016,460363,Sivert sneaker,94,Sneakers,Shoes,1010001,All over pattern,10,White,1,Dusty Light,9,White,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Trainers with lacing at the front, a lightly padded edge and tongue, fabric linings and insoles and rubber soles.",shoe,shoe/0460363016.jpg
40,460363017,460363,Sivert sneaker,94,Sneakers,Shoes,1010001,All over pattern,9,Black,4,Dark,5,Black,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Trainers with lacing at the front, a lightly padded edge and tongue, fabric linings and insoles and rubber soles.",shoe,shoe/0460363017.jpg
41,470985003,470985,Vaughan sneaker,94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Trainers in cotton canvas with lacing at the front and a loop at the back. Cotton linings and insoles and thermoplastic rubber (TPR) soles.,shoe,shoe/0470985003.jpg
42,470985009,470985,Vaughan sneaker,94,Sneakers,Shoes,1010016,Solid,21,Light Yellow,1,Dusty Light,8,Yellow,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Trainers in cotton canvas with lacing at the front and a loop at the back. Cotton linings and insoles and thermoplastic rubber (TPR) soles.,shoe,shoe/0470985009.jpg
43,471566003,471566,OL STAFFAN PQ loafer,94,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Leather loafers with pointed toes and a tab across the front. Leather linings and insoles and rubber soles. Heel 3.5 cm.,shoe,shoe/0471566003.jpg
44,471566004,471566,OL STAFFAN PQ loafer,94,Sneakers,Shoes,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Leather loafers with pointed toes and a tab across the front. Leather linings and insoles and rubber soles. Heel 3.5 cm.,shoe,shoe/0471566004.jpg
45,471566005,471566,OL STAFFAN PQ loafer,94,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Leather loafers with pointed toes and a tab across the front. Leather linings and insoles and rubber soles. Heel 3.5 cm.,shoe,shoe/0471566005.jpg
46,471566006,471566,OL STAFFAN PQ loafer,94,Sneakers,Shoes,1010016,Solid,43,Dark Red,4,Dark,18,Red,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Leather loafers with pointed toes and a tab across the front. Leather linings and insoles and rubber soles. Heel 3.5 cm.,shoe,shoe/0471566006.jpg
47,475827008,475827,Kent Car Shoe PQ,89,Other shoe,Shoes,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,3630,Shoes / Boots inactive from s5,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Moccasins in suede with a decorative seam at the front. Leather linings and insoles and rubber half-soles.,shoe,shoe/0475827008.jpg
48,475827010,475827,Kent Car Shoe PQ,89,Other shoe,Shoes,1010016,Solid,42,Red,7,Medium,18,Red,3630,Shoes / Boots inactive from s5,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Moccasins in suede with a decorative seam at the front. Leather linings and insoles and rubber half-soles.,shoe,shoe/0475827010.jpg
49,475827011,475827,Kent Car Shoe PQ,89,Other shoe,Shoes,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,3630,Shoes / Boots inactive from s5,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Moccasins in suede with a decorative seam at the front. Leather linings and insoles and rubber half-soles.,shoe,shoe/0475827011.jpg
50,475827014,475827,Kent Car Shoe PQ,89,Other shoe,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Moccasins in suede with a decorative seam at the front. Leather linings and insoles and rubber half-soles.,shoe,shoe/0475827014.jpg
51,475827018,475827,Kent Car Shoe PQ,89,Other shoe,Shoes,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,3630,Shoes / Boots inactive from s5,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Moccasins in suede with a decorative seam at the front. Leather linings and insoles and rubber half-soles.,shoe,shoe/0475827018.jpg
52,475997001,475997,FRIDA frill booties,89,Other shoe,Shoes,1010017,Stripe,12,Light Beige,1,Dusty Light,9,White,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,Baby Exclusive. Soft ballet pumps in striped cotton with pleated frills at the front and an elastic strap over the foot. Jersey linings and insoles and soft imitation suede soles.,shoe,shoe/0475997001.jpg
53,478943001,478943,Hansel Chelsea,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,Chelsea boots in imitation leather with elastic gores in the side and a loop at the back. Fabric linings and insoles and rubber soles. Heel 2.5 cm.,shoe,shoe/0478943001.jpg
54,478943003,478943,Hansel Chelsea,87,Boots,Shoes,1010016,Solid,43,Dark Red,4,Dark,18,Red,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,Chelsea boots in imitation leather with elastic gores in the side and a loop at the back. Fabric linings and insoles and rubber soles. Heel 2.5 cm.,shoe,shoe/0478943003.jpg
55,478944001,478944,Hansel Chelsea PQM,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,Chelsea boots in leather with elastic gores in the side and a loop at the back. Fabric linings and insoles and rubber soles. Heel 2.5 cm.,shoe,shoe/0478944001.jpg
56,479453001,479453,Ryder loafer PQ,89,Other shoe,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Loafers in soft leather with a moccasin seam at the front. Leather linings and insoles and thermoplastic rubber (TPR) soles. Heel 1.5 cm.,shoe,shoe/0479453001.jpg
57,479453002,479453,Ryder loafer PQ,89,Other shoe,Shoes,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Loafers in soft leather with a moccasin seam at the front. Leather linings and insoles and thermoplastic rubber (TPR) soles. Heel 1.5 cm.,shoe,shoe/0479453002.jpg
58,481147001,481147,Lucky Boot,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,"Imitation leather ankle boots with pointed toes and open sections at the sides. Zip at the back and straps at the front, one with a metal buckle. Canvas linings and insoles and rubber soles. Heel 5.5 cm.",shoe,shoe/0481147001.jpg
59,484212004,484212,Rex-Runner-09090,94,Sneakers,Shoes,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,"Mesh trainers with wide, wrapover elastic straps at the front and a fixed tongue with a loop. Mesh linings and insoles and rubber soles.",shoe,shoe/0484212004.jpg
60,488697002,488697,Nohar Sneaker,94,Sneakers,Shoes,1010016,Solid,13,Beige,1,Dusty Light,1,Mole,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles.,shoe,shoe/0488697002.jpg
61,488697004,488697,Nohar Sneaker,94,Sneakers,Shoes,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles.,shoe,shoe/0488697004.jpg
62,488697006,488697,Nohar Sneaker,94,Sneakers,Shoes,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles.,shoe,shoe/0488697006.jpg
63,488697007,488697,Nohar.,94,Sneakers,Shoes,1010016,Solid,43,Dark Red,7,Medium,18,Red,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles.,shoe,shoe/0488697007.jpg
64,488697013,488697,Nohar Sneaker,94,Sneakers,Shoes,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles.,shoe,shoe/0488697013.jpg
65,488697015,488697,Nohar Sneaker,94,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles.,shoe,shoe/0488697015.jpg
66,488697023,488697,Nohar Sneaker,94,Sneakers,Shoes,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles.,shoe,shoe/0488697023.jpg
67,488697024,488697,Nohar Sneaker,94,Sneakers,Shoes,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles.,shoe,shoe/0488697024.jpg
68,488697025,488697,Nohar Sneaker,94,Sneakers,Shoes,1010017,Stripe,11,Off White,1,Dusty Light,9,White,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles.,shoe,shoe/0488697025.jpg
69,488697026,488697,Nohar Sneaker,94,Sneakers,Shoes,1010025,Slub,73,Dark Blue,4,Dark,2,Blue,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles.,shoe,shoe/0488697026.jpg
70,488697028,488697,Nohar Sneaker,94,Sneakers,Shoes,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles.,shoe,shoe/0488697028.jpg
71,488697029,488697,Nohar Sneaker,94,Sneakers,Shoes,1010028,Mesh,10,White,3,Light,9,White,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles.,shoe,shoe/0488697029.jpg
72,488697030,488697,Nohar Sneaker,94,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles.,shoe,shoe/0488697030.jpg
73,488697031,488697,Nohar Sneaker,94,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles.,shoe,shoe/0488697031.jpg
74,488697038,488697,Nohar Sneaker,94,Sneakers,Shoes,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Slip-on trainers with elastic gores in the sides and a loop at the back. Imitation cork insoles and textured rubber soles.,shoe,shoe/0488697038.jpg
75,489217001,489217,Carolina Boot,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,"Ankle boots in imitation suede with lacing at the front, a loop at the back, pile linings and insoles and chunky rubber soles. Heel 3.5 cm.",shoe,shoe/0489217001.jpg
76,489217003,489217,Carolina Boot,87,Boots,Shoes,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,"Ankle boots in imitation suede with lacing at the front, a loop at the back, pile linings and insoles and chunky rubber soles. Heel 3.5 cm.",shoe,shoe/0489217003.jpg
77,489217005,489217,Carolina Boot,87,Boots,Shoes,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,"Ankle boots in imitation suede with lacing at the front, a loop at the back, pile linings and insoles and chunky rubber soles. Heel 3.5 cm.",shoe,shoe/0489217005.jpg
78,489217006,489217,Carolina Boot,87,Boots,Shoes,1010016,Solid,43,Dark Red,4,Dark,18,Red,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,"Ankle boots in imitation suede with lacing at the front, a loop at the back, pile linings and insoles and chunky rubber soles. Heel 3.5 cm.",shoe,shoe/0489217006.jpg
79,489217007,489217,Carolina Boot,87,Boots,Shoes,1010016,Solid,6,Light Grey,1,Dusty Light,2,Blue,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,"Ankle boots in imitation suede with lacing at the front, a loop at the back, pile linings and insoles and chunky rubber soles. Heel 3.5 cm.",shoe,shoe/0489217007.jpg
80,493826001,493826,EDWARD,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Chelsea boots with elastic gores in the sides, a loop at the back, fabric linings and insoles, and rubber soles. Heel 4 cm.",shoe,shoe/0493826001.jpg
